5.435,0.01235
6.468,0.23243
7.526,0.57729
8.173,0.72035
8.577,0.88545
9.743,1.14956
10.784,1.41002
12.067,1.64476
14.819,1.82066
17.39,1.71767
20.325,1.57795
22.509,1.39427
25.549,1.17013
29.212,0.97163
31.539,0.87968
34.107,0.75834
37.326,0.6545
38.275,0.61484
38.563,0.6174
39.492,0.59882
40.729,0.56172
41.968,0.53387
46.266,0.45264
51.068,0.38981
55.254,0.33438
60.059,0.28623
64.004,0.26018
68.936,0.23037
72.758,0.20433
77.939,0.18551
82.503,0.16307
87.686,0.15159
91.757,0.14021
95.081,0.13137
96.326,0.13125
97.881,0.13111
99.435,0.12172
100.99,0.12158
102.249,0.12823
102.546,0.12143
103.79,0.12132
105.345,0.12118
106.588,0.11182
108.143,0.11167
109.699,0.11153
110.941,0.10217
112.497,0.10203
113.974,0.11248
114.052,0.10188
115.3,0.12026
116.541,0.10166
118.096,0.10151
119.339,0.09215
120.894,0.09201
122.449,0.09187
123.231,0.10062
124.003,0.08248
125.558,0.08233
127.114,0.08219
128.669,0.08205
130.225,0.08191
131.78,0.08176
132.858,0.08873
133.335,0.08162
134.578,0.07226
136.133,0.07212
137.691,0.08122
138.933,0.07186
140.386,0.07703
