3.3959,255.84
3.4404,268.65
3.4537,253.79
3.4878,281.92
3.6507,207.32
3.7044,186.27
3.8798,284.21
3.968,159.73
4.204,111.21
4.2577,131.35
4.3293,77.8
4.6937,278.72
5.7347,264.53
6.5699,253.55
7.4382,238.9
8.6692,221.97
9.5145,209.61
10.9283,191.76
12.0637,177.57
13.6125,160.18
14.6016,149.66
15.5156,145.08
16.0104,142.79
16.4829,154.69
17.2913,133.64
18.3277,115.79
19.4774,97.94
20.0832,86.5
20.3243,88.79
20.4229,107.09
20.6662,159.73
20.7332,107.16
20.7944,106.18
21.2871,156.52
21.3847,115.83
21.4149,117.62
22.5365,133.64
23.1466,119.91
