6.936007796  2122.82194708
9.10914406367  1597.3459077
10.7430566834  1321.23547767
13.2020464512  1041.80516643
15.1169400682  877.865528452
17.8552866656  698.566300919
22.9364950463  500.111255736
26.1011856424  420.917767216
28.4375507552  364.694404694
30.5059282118  334.422698471
34.5021926263  278.611425594
38.6438200422  240.98657858
43.6105246061  198.706381967
50.0617283951  184.876364663
52.4557414325  154.283738415
54.6678577229  145.509275407
61.6146848603  132.989501095
67.9548408057  115.479314851
76.7884990253  98.4047251024
83.6972059779  88.7264222664
92.5438596491  78.5081781362
99.1812865497  72.1318389328
109.145549058  65.0375273478
115.786224821  60.3203246719
122.433398311  57.0083415709
127.972709552  54.3876992951
134.067576348  51.887526511
140.436972060  49.0385595685
146.809616634  46.7842838114
155.679012346  44.2155185036
159.558154646  42.9845209071
